CD_TIP_PRC,NM_TIP_PRC,,,,
23275,PAGAMENTO QR CODE/PIX,,,,
23279,CONTESTACAO - COMPRA/SAQUE/PERDA OU ROUBO,,,,
23283,CONTESTACAO - COMPRA/SAQUE/CART�O EXTRAVIADO,,,,
23287,PROGRAMA REL./TROCA, COMPRA OU TRANSF. DE PONTOS,,,
23919,FRAUDE EM CANAL/ONBOARDING�,,,,
24235,CARTAO/FALSIDADE IDEOL�GICA/FALSO POSITIVO,,,,
24242,SERVI�O/USO EXCLUSIVO - FALSIDADE IDEOL�GICA,,,,
17699,PGTO NF ARGOTECHNO,,,,
17701,PGTO NF BB ATM CIELO,,,,
17702,PGTO NF  CIP,,,,
17703,PGTO NF COMISS�O DE AFILIA��O REDECARD,,,,
17704,PGTO NF DOTZ,,,,
17705,PGTO NF  ELO,,,,
17706,PGTO NF ELO FEE PF / PJ ,,,,
17707,PGTO NF ELO VALIDA SIM,,,,
17708,PGTO NF  KABUM,,,,
17709,PGTO NF  LASA,,,,
17710,PGTO NF,,,,
17711,PGTO NF MASTER ,,,,
17712,PGTO NF  MASTER TRIMESTRA,,,,
17713,PGTO NF PAMCARD,,,,
17714,PGTO NF PROMOTIVA,,,,
17715,PGTO NF PROVIS�ES,,,,
17716,PGTO NF SMILES MILHAS,,,,
17717,PGTO NF SMILES SALA VIP / BAGAGEM,,,,
17718,PGTO NF TMKT,,,,
17719,PGTO NF CIELO,,,,
17720,PGTO NF REDECARD,,,,
17721,PGTO NF VISA 5040,,,,
17722,PGTO NF VISA COMP B,,,,
17723,PGTO NF VISA COMPONENTE A,,,,
22806,PAGAMENTO DE SERVI�OS TERCEIRIZADO A EPS,,,,
22807,TARIFA AGRO,,,,
22808,BB CART�ES PAGAMENTO SERVI�OS TRAVELEX,,,,
22809,VALIDA��O DO FATURAMENTO DA BANDEIRA ELO,,,,
22810,APURA��O NOTA FISCAL APPLE,,,,
22811,VALIDA��O ELO VALIDA SIM,,,,
22812,EGT ACERTO ACL CIELO,,,,
22813,BB CART�ES - CADASTRO DE MOVIMENTO TRAVELEX ,,,,
22814,SEGREGA��O DE DESPESA CATENO DA EPS,,,,
23110,PLANILHA BACEN PERSONALIZA��O E POSTAGEM,,,,
23525,BB CART�ES - PAGAMENTO TCBB,,,,
23526,REPORTE DE FRAUDE PARA BANDEIRA ELO,,,,
23561,BB CART�ES - DESPESAS JUDICIAIS ,,,,
17816,CONCILIA��O  - FIM DE SEMANA,,,,
17817,TRATAMENTO DIVERGENCIAS,,,,
17818,OUROCARD CONCILIA��O E LIQUIDA��O,,,,
17819,PLANILHA BACEN ,,,,
17820,CAMBIO,,,,
17821,VARIA��O CAMBIAL,,,,
17822,ITENS EM DISPUTA,,,,
17823,COBRANCA DE TARIFAS,,,,
17824,VALA ACL (TRATAMENTO DIVERGENCIA),,,,
17825,DEVOLU��O PARA CREDENCIADORAS,,,,
17826,LINK DIRETO CIELO,,,,
17827,MASTER CONCILIA��O E LIQUIDA��O,,,,
17828,VISA CONCILIA��O E LIQUIDA��O,,,,
17829,ELO CONCILIA��O E LIQUIDA��O,,,,
23294,ARQUIVOS BKP,,,,
21149,SUSPENS�O DA COBRAN�A PROVIS�RIA ,,,,
21150,OBRIGA��O DEFINITIVA,,,,
21151,EXCLUS�O DE BANDEIRAS E PARCEIROS,,,,
21152,DOCUMENTOS E INFORMA��ES PARA DEFESA,,,,
21153,SUBS�DIO PROCESSUAL - INFORMA��ES ,,,,
21154,CUMPRIMENTO DE ORDEM/ACORDO JUDICIAL,,,,
21155,SUBS�DIO PROCESSUAL - DOCUMENTOS,,,,
21972,ATENDER NPJ,,,,
23295,NPJ COM PEND�NCIAS,,,,
21156,CARTAO MULTIPLO/FALSIDADE IDEOLOGICA,,,,
21157,CONTESTACAO DE TRANSACAO/ FRAUDE,,,,
21158,CARTEIRA BB/FALSIDADE IDEOLOGICA,,,,
21159,BLOQUEIO/CONTESTA MOTIVO - RESTRICAO,,,,
21160,ANUIDADE/CLIENTE DISCORDA DA COBRANCA,,,,
21161,CONTAS/SEGURANCA - SUSPEITA DE FRAUDE,,,,
21162,CONTRATACAO/NAO RECONHECIDA PELO CLIENTE,,,,
21163,LIMITE DE CREDITO/REDUZIDO/CANCELADO,,,,
21164,CARTEIRA BB/FALSIDADE IDEOLOGICA,,,,
21165,CONTAS/ABERTURA DE CONTA/NAO RECONHECIDA ,,,,
21166,ENCARGOS/CONTESTA COBRANCA,,,,
21167,REMESSA DE PLASTICO/CARTAO NAO RECEBIDO,,,,
21168,CONTESTACAO DE TRANSACAO/SEM RESOLU��O ,,,,
21169,CANCELAMENTO/INIBICAO FUNCAO CREDITO/NAO EFETIVADO,,,,
21170,FATURA/PAGAMENTO INDEVIDO/DUPLICIDADE,,,,
21171,CARTEIRA DIGITAL,,,,
21172,PROBLEMAS COM O APLICATIVO CARTEIRA BB,,,,
21173,CONTESTACAO DE TRANSACAO - DESACORDO COMERCIAL,,,,
21174,FATURA/PARCELAMENTO,,,,
21175,FATURA/CLAREZA DAS INFORMACOES,,,,
21176,TARIFAS/CONTESTA COBRANCA,,,,
21177,FATURA/DEBITO EM CONTA NAO AUTORIZADO,,,,
21178,CARTAO PRE-PAGO E BENEFICIO/CARTEIRABB/OCORRENCIAS,,,,
21179,CONTESTACAO DE TRANSACAO/DUPLICIDADE/VLR DIVERGENT,,,,
21180,CADASTRO/RESTRICAO CADASTRAL/EXTERNA,,,,
21181,CARTAO DE DEBITO/REMESSA DE PLASTICO/NAO RECEBIDO,,,,
21182,CONTESTACAO DE TRANSACAO/COM USO CHIP E SENHA,,,,
21183,ANUIDADE/ERRO EM PROMOCOES,,,,
21184,FATURA/ROTATIVO,,,,
21185,CONTESTACAO DE TRANSACAO /COMPRA NA FUNCAO DEBITO,,,,
21186,SCR/SISTEMA DE INFORMACOES/EXCLUSAO NAO EFETIVADA,,,,
21187,EMPRESTIMO/LIBERACAO DA MARGEM,,,,
21188,REMESSA DE PLASTICO/DIFICULDADE DE CONSEGUIR 2 VIA,,,,
21189,AUTORIZACAO NEGADA PARA COMPRA/SAQUE/FALHA SISTEMA,,,,
21190,CONTAS/ABERTURA DE CONTA/FALSIDADE IDEOLOGICA,,,,
21191,BLOQUEIO/CONTESTA MOTIVO - SEGURANCA,,,,
21192,FATURA/REMESSA,,,,
21193,CARTEIRA BB/DIFICULDADE PARA TRANSA��O,,,,
21194,CARTAO DE DEBITO/SAQUE NAO RECONHECIDO,,,,
21195,LIMITE DE CREDITO/DIFICULDADE PARA ALTERAR LIMITE,,,,
21196,REMESSA DE PLASTICO/COBRANCA DE TARIFA DE 2 VIA,,,,
21197,CONTESTACAO DE TRANSACAO/VALOR NAO CREDITADO ,,,,
21198,CARTAO DE DEBITO/CONTESTACAO DE TRANSACAO,,,,
21199,CARTAO DE DEBITO/TARIFAS/CONTESTA COBRANCA,,,,
21200,TARIFAS/CONTESTA COBRANCA,,,,
21201,CARTAO PRE-PAGO E BENEFICIO/SAQUE NAO RECONHECIDO,,,,
21202,CARTAO MULTIPLO/FATURA/FATURA ELETRONICA,,,,
21203,PIX/RECUSA DE TRANSACAO,,,,
21204,PIX/CHAVE PIX/PORTABILIDADE/REIVINDICACAO POSSE,,,,
21205,CONTESTACAO - COMPRAS RECORRENTES (ASSINATURAS),,,,
21206,RESTRICAO CADASTRAL/INTERNA,,,,
21207,CARTAO DE DEBITO/AUTORIZACAO NEGADA,,,,
21208,PROGRAMA DE RELACIONAMENTO/EXTRATO DE PONTOS,,,,
21209,CONTRATACAO/NAO RECONHECIDA/INFORMACOES,,,,
21210,REMESSA DE PLASTICO/PRODUTO DIVERGENTE ,,,,
21211,ALTERACAO CADASTRAL,,,,
21212,RENEGOCIACAO DE DIVIDA/DIVERGENTE DO SOLICITADO,,,,
21213,CARTEIRA BB/DIFICULDADE PARA TRANSA��O,,,,
21214,PIX/CHAVE PIX/DIFICULDADE DE CADASTRAMENTO,,,,
21215,COMPROMETIMENTO VALOR SIGNIFICATIVO PROVENTOS,,,,
21216,BEM - BENEFICIO EMERGENCIAL/DISPONIBILIDADE,,,,
21217,OUTROS SERVICOS/TARIFAS/CONTESTA COBRANCA,,,,
21218,VIOLACAO/TRANSPARENCIA/CLAUSULAS ABUSIVAS,,,,
21219,CONTRATACAO/DIFICULDADE PARA CONTRATACAO,,,,
21220,RENEGOCIACAO DE DIVIDA/PEDIDO RENEGOCIACAO,,,,
21221,INIBICAO FUNCAO CREDITO/CONTESTA CANCELAMENTO,,,,
21222,CARTAO PRE-PAGO E BENEFICIO/CARTEIRA  DIGITAL BB,,,,
21223,EMPRESTIMO/NAO RECONHECIDA PELO CLIENTE,,,,
21224,TAA BB/CEDULA RETIDA/NAO DISPONIBILIZADO,,,,
21225,BB DTVM/CANCELAMENTO/NAO EFETIVADO/INDISPONIVEL,,,,
21226,INTERNET/PESSOA FISICA/CONFIRMACAO VIA BB CODE,,,,
21227,CARTAO PRE-PAGO E BENEFICIO/AUTORIZACAO NEGADA ,,,,
21228,FORNECIMENTO DE CONTRATO/EXTRATO/SALDO/DOCUMENTOS,,,,
21229,EMPRESTIMO/LIMITE DE CREDITO (ANC)/CANCELADO,,,,
21230,CADASTRO/RESTRICAO CADASTRAL/ATIVOS S.A.,,,,
21231,APLICATIVO OUROCARD,,,,
21232,PIX//DIFICULDADE EM RECEBER/ENVIAR,,,,
21233,BLOQUEIO/NAO EFETIVADO,,,,
21234,CONTRATACAO/RECUSADA,,,,
21235,COBRANCA/EXECUCAO/DIVIDA NAO RECONHECIDA,,,,
21236,PARCERIAS VAREJISTAS/CARTAO PRIVATE LABEL,,,,
21237,CHEQUE/DEVOLUCAO/LIQUIDACAO,,,,
21238,CARTAO MULTIPLO/PROBLEMA LEITURA DO PLASTICO,,,,
21239,OUVIDORIA/QUALIDADE DA RESPOSTA,,,,
21240,CADASTRO/ATUALIZACAO CADASTRAL,,,,
21241,INVESTIMENTO - POUPANCA/CONTESTA RESGATE,,,,
21242,CARTEIRA BB/PROBLEMAS APLICATIVO CARTEIRA BB,,,,
21243,PACOTE DE SERVICOS/CANCELAMENTO/NAO EFETIVADO,,,,
21244,CONTRATACAO/DIVERGENTE DO SOLICITADO,,,,
21245,AUTORIZACAO NEGADA/USO NO EXTERIOR,,,,
21246,ANUIDADE/CLIENTE NAO INFORMADO,,,,
21247,SERVICO/PIX/TARIFAS,,,,
21248,SAC/COPIA DE GRAVACAO,,,,
21249,AUTORIZACAO NEGADA/DISPONIBILIDADE LIMITE,,,,
21250,ANUIDADES,,,,
21251,MAQUINETAS,,,,
21252,REPASSE,,,,
22589,PARECER,,,,
23208,RENEGOCIACAO DE DIVIDA/QUEBRA DE ACORDO,,,,
23212,APLICATIVO - INOPERANCIA/DIFICULDADE DE ACESSO,,,,
23216,CELULAR/MENU/TRANSACOES,,,,
23220,CELULAR/SISTEMA OPERACIONAL,,,,
23224,CRBB/OFERTA ATIVA,,,,
23228,OUVIDORIA/REABERTA PELO BACEN,,,,
23260,CRBB/ATENDIMENTO DIGITAL - FALTA DE CONHECIMENTO,,,,
23264,SERVI�O/CARTAO MULTIPLO/NFC,,,,
23268,INTEGRA��O API RA (USO EXCLUSIVO RA),,,,
23272,SUSPEITA DE FRAUDE (SEGURANCA)/ROI IMPROCEDENTE,,,,
23276,PAGAMENTO QR CODE/PIX,,,,
23280,CONTESTACAO - COMPRA/SAQUE/PERDA OU ROUBO,,,,
23284,CONTESTACAO - COMPRA/SAQUE/CART�O EXTRAVIADO,,,,
23288,PROGRAMA REL./TROCA, COMPRA OU TRANSF. DE PONTOS,,,
24236,CARTAO/FALSIDADE IDEOL�GICA/FALSO POSITIVO,,,,
24241,SERVI�O/USO EXCLUSIVO - FALSIDADE IDEOL�GICA,,,,
24250,FRAUDE EM CANAL/ONBOARDING�,,,,
21350,CARTAO MULTIPLO/FALSIDADE IDEOLOGICA,,,,
21351,CONTESTACAO DE TRANSACAO/ FRAUDE,,,,
21352,CARTEIRA BB/FALSIDADE IDEOLOGICA,,,,
21353,BLOQUEIO/CONTESTA MOTIVO - RESTRICAO,,,,
21354,ANUIDADE/CLIENTE DISCORDA DA COBRANCA,,,,
21355,CONTAS/SEGURANCA - SUSPEITA DE FRAUDE,,,,
21356,CONTRATACAO/NAO RECONHECIDA PELO CLIENTE,,,,
21357,LIMITE DE CREDITO/REDUZIDO/CANCELADO,,,,
21358,CARTEIRA BB/FALSIDADE IDEOLOGICA,,,,
21359,CONTAS/ABERTURA DE CONTA/NAO RECONHECIDA ,,,,
21360,ENCARGOS/CONTESTA COBRANCA,,,,
21361,REMESSA DE PLASTICO/CARTAO NAO RECEBIDO,,,,
21362,CONTESTACAO DE TRANSACAO/SEM RESOLU��O ,,,,
21363,CANCELAMENTO/INIBICAO FUNCAO CREDITO/NAO EFETIVADO,,,,
21364,FATURA/PAGAMENTO INDEVIDO/DUPLICIDADE,,,,
21365,CARTEIRA DIGITAL,,,,
21366,PROBLEMAS COM O APLICATIVO CARTEIRA BB,,,,
21367,CONTESTACAO DE TRANSACAO - DESACORDO COMERCIAL,,,,
21368,FATURA/PARCELAMENTO,,,,
21369,FATURA/CLAREZA DAS INFORMACOES,,,,
21370,TARIFAS/CONTESTA COBRANCA,,,,
21371,FATURA/DEBITO EM CONTA NAO AUTORIZADO,,,,
21372,CARTAO PRE-PAGO E BENEFICIO/CARTEIRABB/OCORRENCIAS,,,,
21373,CONTESTACAO DE TRANSACAO/DUPLICIDADE/VLR DIVERGENT,,,,
21374,CADASTRO/RESTRICAO CADASTRAL/EXTERNA,,,,
21375,CARTAO DE DEBITO/REMESSA DE PLASTICO/NAO RECEBIDO,,,,
21376,CONTESTACAO DE TRANSACAO/COM USO CHIP E SENHA,,,,
21377,ANUIDADE/ERRO EM PROMOCOES,,,,
21378,FATURA/ROTATIVO,,,,
21379,CONTESTACAO DE TRANSACAO /COMPRA NA FUNCAO DEBITO,,,,
21380,SCR/SISTEMA DE INFORMACOES/EXCLUSAO NAO EFETIVADA,,,,
21381,EMPRESTIMO/LIBERACAO DA MARGEM,,,,
21382,REMESSA DE PLASTICO/DIFICULDADE DE CONSEGUIR 2 VIA,,,,
21383,AUTORIZACAO NEGADA PARA COMPRA/SAQUE/FALHA SISTEMA,,,,
21384,CONTAS/ABERTURA DE CONTA/FALSIDADE IDEOLOGICA,,,,
21385,BLOQUEIO/CONTESTA MOTIVO - SEGURANCA,,,,
21386,FATURA/REMESSA,,,,
21387,CARTEIRA BB/DIFICULDADE PARA TRANSA��O,,,,
21388,CARTAO DE DEBITO/SAQUE NAO RECONHECIDO,,,,
21389,LIMITE DE CREDITO/DIFICULDADE PARA ALTERAR LIMITE,,,,
21390,REMESSA DE PLASTICO/COBRANCA DE TARIFA DE 2 VIA,,,,
21391,CONTESTACAO DE TRANSACAO/VALOR NAO CREDITADO ,,,,
21392,CARTAO DE DEBITO/CONTESTACAO DE TRANSACAO,,,,
21393,CARTAO DE DEBITO/TARIFAS/CONTESTA COBRANCA,,,,
21394,TARIFAS/CONTESTA COBRANCA,,,,
21395,CARTAO PRE-PAGO E BENEFICIO/SAQUE NAO RECONHECIDO,,,,
21396,CARTAO MULTIPLO/FATURA/FATURA ELETRONICA,,,,
21397,PIX/RECUSA DE TRANSACAO,,,,
21398,PIX/CHAVE PIX/PORTABILIDADE/REIVINDICACAO POSSE,,,,
21399,CONTESTACAO - COMPRAS RECORRENTES (ASSINATURAS),,,,
21400,RESTRICAO CADASTRAL/INTERNA,,,,
21401,CARTAO DE DEBITO/AUTORIZACAO NEGADA,,,,
21402,PROGRAMA DE RELACIONAMENTO/EXTRATO DE PONTOS,,,,
21403,CONTRATACAO/NAO RECONHECIDA/INFORMACOES,,,,
21404,REMESSA DE PLASTICO/PRODUTO DIVERGENTE ,,,,
21405,ALTERACAO CADASTRAL,,,,
21406,RENEGOCIACAO DE DIVIDA/DIVERGENTE DO SOLICITADO,,,,
21407,CARTEIRA BB/DIFICULDADE PARA TRANSA��O,,,,
21408,PIX/CHAVE PIX/DIFICULDADE DE CADASTRAMENTO,,,,
21409,COMPROMETIMENTO VALOR SIGNIFICATIVO PROVENTOS,,,,
21410,BEM - BENEFICIO EMERGENCIAL/DISPONIBILIDADE,,,,
21411,OUTROS SERVICOS/TARIFAS/CONTESTA COBRANCA,,,,
21412,VIOLACAO/TRANSPARENCIA/CLAUSULAS ABUSIVAS,,,,
21413,CONTRATACAO/DIFICULDADE PARA CONTRATACAO,,,,
21414,RENEGOCIACAO DE DIVIDA/PEDIDO RENEGOCIACAO,,,,
21415,INIBICAO FUNCAO CREDITO/CONTESTA CANCELAMENTO,,,,
21416,CARTAO PRE-PAGO E BENEFICIO/CARTEIRA  DIGITAL BB,,,,
21417,EMPRESTIMO/NAO RECONHECIDA PELO CLIENTE,,,,
21418,TAA BB/CEDULA RETIDA/NAO DISPONIBILIZADO,,,,
21419,BB DTVM/CANCELAMENTO/NAO EFETIVADO/INDISPONIVEL,,,,
21420,INTERNET/PESSOA FISICA/CONFIRMACAO VIA BB CODE,,,,
21421,CARTAO PRE-PAGO E BENEFICIO/AUTORIZACAO NEGADA ,,,,
21422,FORNECIMENTO DE CONTRATO/EXTRATO/SALDO/DOCUMENTOS,,,,
21423,EMPRESTIMO/LIMITE DE CREDITO (ANC)/CANCELADO,,,,
21424,CADASTRO/RESTRICAO CADASTRAL/ATIVOS S.A.,,,,
21425,APLICATIVO OUROCARD,,,,
21426,PIX//DIFICULDADE EM RECEBER/ENVIAR,,,,
21427,BLOQUEIO/NAO EFETIVADO,,,,
21428,CONTRATACAO/RECUSADA,,,,
21429,COBRANCA/EXECUCAO/DIVIDA NAO RECONHECIDA,,,,
21430,PARCERIAS VAREJISTAS/CARTAO PRIVATE LABEL,,,,
21431,CHEQUE/DEVOLUCAO/LIQUIDACAO,,,,
21432,CARTAO MULTIPLO/PROBLEMA LEITURA DO PLASTICO,,,,
21433,OUVIDORIA/QUALIDADE DA RESPOSTA,,,,
21434,CADASTRO/ATUALIZACAO CADASTRAL,,,,
21435,INVESTIMENTO - POUPANCA/CONTESTA RESGATE,,,,
21436,CARTEIRA BB/PROBLEMAS APLICATIVO CARTEIRA BB,,,,
21437,PACOTE DE SERVICOS/CANCELAMENTO/NAO EFETIVADO,,,,
21438,CONTRATACAO/DIVERGENTE DO SOLICITADO,,,,
21439,AUTORIZACAO NEGADA/USO NO EXTERIOR,,,,
21440,ANUIDADE/CLIENTE NAO INFORMADO,,,,
21441,SERVICO/PIX/TARIFAS,,,,
21442,SAC/COPIA DE GRAVACAO,,,,
21443,AUTORIZACAO NEGADA/DISPONIBILIDADE LIMITE,,,,
21444,ANUIDADES,,,,
21445,MAQUINETAS,,,,
21446,REPASSE,,,,
22591,PARECER,,,,
23209,RENEGOCIACAO DE DIVIDA/QUEBRA DE ACORDO,,,,
23213,APLICATIVO - INOPERANCIA/DIFICULDADE DE ACESSO,,,,
23217,CELULAR/MENU/TRANSACOES,,,,
23221,CELULAR/SISTEMA OPERACIONAL,,,,
23225,CRBB/OFERTA ATIVA,,,,
23229,OUVIDORIA/REABERTA PELO BACEN,,,,
23261,CRBB/ATENDIMENTO DIGITAL - FALTA DE CONHECIMENTO,,,,
23265,SERVI�O/CARTAO MULTIPLO/NFC,,,,
23269,INTEGRA��O API RA (USO EXCLUSIVO RA),,,,
23273,SUSPEITA DE FRAUDE (SEGURANCA)/ROI IMPROCEDENTE,,,,
23277,PAGAMENTO QR CODE/PIX,,,,
23281,CONTESTACAO - COMPRA/SAQUE/PERDA OU ROUBO,,,,
23285,CONTESTACAO - COMPRA/SAQUE/CART�O EXTRAVIADO,,,,
23289,PROGRAMA REL./TROCA, COMPRA OU TRANSF. DE PONTOS,,,
24237,CARTAO/FALSIDADE IDEOL�GICA/FALSO POSITIVO,,,,
24240,SERVI�O/USO EXCLUSIVO - FALSIDADE IDEOL�GICA,,,,
24248,FRAUDE EM CANAL/ONBOARDING,,,,
21448,CARTAO MULTIPLO/FALSIDADE IDEOLOGICA,,,,
21449,CONTESTACAO DE TRANSACAO/ FRAUDE,,,,
21450,CARTEIRA BB/FALSIDADE IDEOLOGICA,,,,
21451,BLOQUEIO/CONTESTA MOTIVO - RESTRICAO,,,,
21452,ANUIDADE/CLIENTE DISCORDA DA COBRANCA,,,,
21453,CONTAS/SEGURANCA - SUSPEITA DE FRAUDE,,,,
21454,CONTRATACAO/NAO RECONHECIDA PELO CLIENTE,,,,
21455,LIMITE DE CREDITO/REDUZIDO/CANCELADO,,,,
21456,CARTEIRA BB/FALSIDADE IDEOLOGICA,,,,
21457,CONTAS/ABERTURA DE CONTA/NAO RECONHECIDA ,,,,
21458,ENCARGOS/CONTESTA COBRANCA,,,,
21459,REMESSA DE PLASTICO/CARTAO NAO RECEBIDO,,,,
21460,CONTESTACAO DE TRANSACAO/SEM RESOLU��O ,,,,
21461,CANCELAMENTO/INIBICAO FUNCAO CREDITO/NAO EFETIVADO,,,,
21462,FATURA/PAGAMENTO INDEVIDO/DUPLICIDADE,,,,
21463,CARTEIRA DIGITAL,,,,
21464,PROBLEMAS COM O APLICATIVO CARTEIRA BB,,,,
21465,CONTESTACAO DE TRANSACAO - DESACORDO COMERCIAL,,,,
21466,FATURA/PARCELAMENTO,,,,
21467,FATURA/CLAREZA DAS INFORMACOES,,,,
21468,TARIFAS/CONTESTA COBRANCA,,,,
21469,FATURA/DEBITO EM CONTA NAO AUTORIZADO,,,,
21470,CARTAO PRE-PAGO E BENEFICIO/CARTEIRABB/OCORRENCIAS,,,,
21471,CONTESTACAO DE TRANSACAO/DUPLICIDADE/VLR DIVERGENT,,,,
21472,CADASTRO/RESTRICAO CADASTRAL/EXTERNA,,,,
21473,CARTAO DE DEBITO/REMESSA DE PLASTICO/NAO RECEBIDO,,,,
21474,CONTESTACAO DE TRANSACAO/COM USO CHIP E SENHA,,,,
21475,ANUIDADE/ERRO EM PROMOCOES,,,,
21476,FATURA/ROTATIVO,,,,
21477,CONTESTACAO DE TRANSACAO /COMPRA NA FUNCAO DEBITO,,,,
21478,SCR/SISTEMA DE INFORMACOES/EXCLUSAO NAO EFETIVADA,,,,
21479,EMPRESTIMO/LIBERACAO DA MARGEM,,,,
21480,REMESSA DE PLASTICO/DIFICULDADE DE CONSEGUIR 2 VIA,,,,
21481,AUTORIZACAO NEGADA PARA COMPRA/SAQUE/FALHA SISTEMA,,,,
21482,CONTAS/ABERTURA DE CONTA/FALSIDADE IDEOLOGICA,,,,
21483,BLOQUEIO/CONTESTA MOTIVO - SEGURANCA,,,,
21484,FATURA/REMESSA,,,,
21485,CARTEIRA BB/DIFICULDADE PARA TRANSA��O,,,,
21486,CARTAO DE DEBITO/SAQUE NAO RECONHECIDO,,,,
21487,LIMITE DE CREDITO/DIFICULDADE PARA ALTERAR LIMITE,,,,
21488,REMESSA DE PLASTICO/COBRANCA DE TARIFA DE 2 VIA,,,,
21489,CONTESTACAO DE TRANSACAO/VALOR NAO CREDITADO ,,,,
21490,CARTAO DE DEBITO/CONTESTACAO DE TRANSACAO,,,,
21491,CARTAO DE DEBITO/TARIFAS/CONTESTA COBRANCA,,,,
21492,TARIFAS/CONTESTA COBRANCA,,,,
21493,CARTAO PRE-PAGO E BENEFICIO/SAQUE NAO RECONHECIDO,,,,
21494,CARTAO MULTIPLO/FATURA/FATURA ELETRONICA,,,,
21495,PIX/RECUSA DE TRANSACAO,,,,
21496,PIX/CHAVE PIX/PORTABILIDADE/REIVINDICACAO POSSE,,,,
21497,CONTESTACAO - COMPRAS RECORRENTES (ASSINATURAS),,,,
21498,RESTRICAO CADASTRAL/INTERNA,,,,
21499,CARTAO DE DEBITO/AUTORIZACAO NEGADA,,,,
21500,PROGRAMA DE RELACIONAMENTO/EXTRATO DE PONTOS,,,,
21501,CONTRATACAO/NAO RECONHECIDA/INFORMACOES,,,,
21502,REMESSA DE PLASTICO/PRODUTO DIVERGENTE ,,,,
21503,ALTERACAO CADASTRAL,,,,
21504,RENEGOCIACAO DE DIVIDA/DIVERGENTE DO SOLICITADO,,,,
21505,CARTEIRA BB/DIFICULDADE PARA TRANSA��O,,,,
21506,PIX/CHAVE PIX/DIFICULDADE DE CADASTRAMENTO,,,,
21507,COMPROMETIMENTO VALOR SIGNIFICATIVO PROVENTOS,,,,
21508,BEM - BENEFICIO EMERGENCIAL/DISPONIBILIDADE,,,,
21509,OUTROS SERVICOS/TARIFAS/CONTESTA COBRANCA,,,,
21510,VIOLACAO/TRANSPARENCIA/CLAUSULAS ABUSIVAS,,,,
21511,CONTRATACAO/DIFICULDADE PARA CONTRATACAO,,,,
21512,RENEGOCIACAO DE DIVIDA/PEDIDO RENEGOCIACAO,,,,
21513,INIBICAO FUNCAO CREDITO/CONTESTA CANCELAMENTO,,,,
21514,CARTAO PRE-PAGO E BENEFICIO/CARTEIRA  DIGITAL BB,,,,
21515,EMPRESTIMO/NAO RECONHECIDA PELO CLIENTE,,,,
21516,TAA BB/CEDULA RETIDA/NAO DISPONIBILIZADO,,,,
21517,BB DTVM/CANCELAMENTO/NAO EFETIVADO/INDISPONIVEL,,,,
21518,INTERNET/PESSOA FISICA/CONFIRMACAO VIA BB CODE,,,,
21519,CARTAO PRE-PAGO E BENEFICIO/AUTORIZACAO NEGADA ,,,,
21520,FORNECIMENTO DE CONTRATO/EXTRATO/SALDO/DOCUMENTOS,,,,
21521,EMPRESTIMO/LIMITE DE CREDITO (ANC)/CANCELADO,,,,
21522,CADASTRO/RESTRICAO CADASTRAL/ATIVOS S.A.,,,,
21523,APLICATIVO OUROCARD,,,,
21524,PIX//DIFICULDADE EM RECEBER/ENVIAR,,,,
21525,BLOQUEIO/NAO EFETIVADO,,,,
21526,CONTRATACAO/RECUSADA,,,,
21527,COBRANCA/EXECUCAO/DIVIDA NAO RECONHECIDA,,,,
21528,PARCERIAS VAREJISTAS/CARTAO PRIVATE LABEL,,,,
21529,CHEQUE/DEVOLUCAO/LIQUIDACAO,,,,
21530,CARTAO MULTIPLO/PROBLEMA LEITURA DO PLASTICO,,,,
21531,OUVIDORIA/QUALIDADE DA RESPOSTA,,,,
21532,CADASTRO/ATUALIZACAO CADASTRAL,,,,
21533,INVESTIMENTO - POUPANCA/CONTESTA RESGATE,,,,
21534,CARTEIRA BB/PROBLEMAS APLICATIVO CARTEIRA BB,,,,
21535,PACOTE DE SERVICOS/CANCELAMENTO/NAO EFETIVADO,,,,
21536,CONTRATACAO/DIVERGENTE DO SOLICITADO,,,,
21537,AUTORIZACAO NEGADA/USO NO EXTERIOR,,,,
21538,ANUIDADE/CLIENTE NAO INFORMADO,,,,
21539,SERVICO/PIX/TARIFAS,,,,
21540,SAC/COPIA DE GRAVACAO,,,,
21541,AUTORIZACAO NEGADA/DISPONIBILIDADE LIMITE,,,,
21542,ANUIDADES,,,,
21543,MAQUINETAS,,,,
21544,REPASSE,,,,
22592,PARECER,,,,
23210,RENEGOCIACAO DE DIVIDA/QUEBRA DE ACORDO,,,,
23214,APLICATIVO - INOPERANCIA/DIFICULDADE DE ACESSO,,,,
23218,CELULAR/MENU/TRANSACOES,,,,
23222,CELULAR/SISTEMA OPERACIONAL,,,,
23226,CRBB/OFERTA ATIVA,,,,
23230,OUVIDORIA/REABERTA PELO BACEN,,,,
23262,CRBB/ATENDIMENTO DIGITAL - FALTA DE CONHECIMENTO,,,,
23266,SERVI�O/CARTAO MULTIPLO/NFC,,,,
23270,INTEGRA��O API RA (USO EXCLUSIVO RA),,,,
23274,SUSPEITA DE FRAUDE (SEGURANCA)/ROI IMPROCEDENTE,,,,
23278,PAGAMENTO QR CODE/PIX,,,,
23282,CONTESTACAO - COMPRA/SAQUE/PERDA OU ROUBO,,,,
23286,CONTESTACAO - COMPRA/SAQUE/CART�O EXTRAVIADO,,,,
